wine_type,wine_id,food_item,food_id
Port,17,caprese salad,8
Albariño,0,sorbet,35
Grüner Veltliner,10,shrimp scampi,33
Ice Wine,11,mushroom risotto,27
Ice Wine,11,bbq ribs,6
Ice Wine,11,chocolate mousse,14
Albariño,0,vegetable curry,37
Sauvignon Blanc,22,citrus salad,15
Zinfandel,28,roast lamb,32
Grenache,9,carbonara,9
Pinot Noir,16,chicken curry,13
Grenache,9,alfredo pasta,3
Pinot Noir,16,vegetable curry,37
Malbec,13,smoked sausage,34
Viognier,26,chicken curry,13
Syrah/Shiraz,23,bbq brisket,5
Gamay (Beaujolais),7,oysters,29
Ice Wine,11,pork tenderloin,30
Zinfandel,28,mac and cheese,25
Ice Wine,11,bbq ribs,6
Champagne,4,mixed nuts,26
Grenache,9,pork tenderloin,30
Albariño,0,cream of mushroom soup,16
Champagne,4,fish tacos,18
Madeira,12,chocolate mousse,14
Ice Wine,11,shrimp scampi,33
Champagne,4,grilled salmon,23
Sangiovese,20,caprese salad,8
Pinot Noir,16,gazpacho,20
Ice Wine,11,stir-fried tofu,36
Chardonnay,5,cream of mushroom soup,16
Cava,3,fish tacos,18
Merlot,14,cream of mushroom soup,16
Gewürztraminer,8,Thai curry,2
Sangiovese,20,stir-fried tofu,36
Tempranillo,24,beef stew,7
Nebbiolo,15,bacon burger,4
Madeira,12,mac and cheese,25
Pinot Noir,16,caprese salad,8
Gamay (Beaujolais),7,grilled salmon,23
Grüner Veltliner,10,chocolate mousse,14
Albariño,0,shrimp scampi,33
Torrontés,25,bbq brisket,5
Grüner Veltliner,10,oysters,29
Grüner Veltliner,10,stir-fried tofu,36
Sauternes,21,smoked sausage,34
Viognier,26,cream of mushroom soup,16
Ice Wine,11,mac and cheese,25
Chardonnay,5,carbonara,9
Cava,3,beef stew,7
Malbec,13,beef stew,7
Albariño,0,mushroom risotto,27
Sauvignon Blanc,22,vegetable curry,37
Ice Wine,11,roast lamb,32
Gewürztraminer,8,Thai curry,2
Grenache,9,gazpacho,20
Chardonnay,5,duck à l’orange,17
Gewürztraminer,8,Indian vindaloo,0
Ice Wine,11,fish tacos,18
Syrah/Shiraz,23,grilled burger,21
Ice Wine,11,charcuterie board,10
Ice Wine,11,roast chicken with herbs,31
Sauternes,21,charcuterie board,10
Madeira,12,cheese platter,11
Sangiovese,20,stir-fried tofu,36
Chardonnay,5,pork tenderloin,30
White Zinfandel,27,fondue,19
Ice Wine,11,grilled burger,21
Malbec,13,grilled burger,21
Barbera,1,fondue,19
Albariño,0,shrimp scampi,33
Pinot Noir,16,chicken curry,13
Chardonnay,5,duck à l’orange,17
Grenache,9,olives and cheese,28
Grüner Veltliner,10,sorbet,35
Gamay (Beaujolais),7,oysters,29
Port,17,fondue,19
Malbec,13,beef stew,7
Sauvignon Blanc,22,chocolate mousse,14
Sauternes,21,vegetable curry,37
Pinot Noir,16,mac and cheese,25
Gewürztraminer,8,cheese platter,11
Albariño,0,grilled salmon,23
Chardonnay,5,duck à l’orange,17
Sangiovese,20,stir-fried tofu,36
Chardonnay,5,pork tenderloin,30
Sauternes,21,roast chicken with herbs,31
Champagne,4,shrimp scampi,33
Pinot Noir,16,duck à l’orange,17
Ice Wine,11,chocolate mousse,14
Albariño,0,cheese platter,11
Riesling (dry),19,grilled ribeye,22
Albariño,0,fondue,19
Viognier,26,mac and cheese,25
Albariño,0,alfredo pasta,3
Sangiovese,20,duck à l’orange,17
Albariño,0,mushroom risotto,27
Merlot,14,cream of mushroom soup,16
Ice Wine,11,carbonara,9
Gewürztraminer,8,Thai curry,2
Cava,3,mixed nuts,26
Ice Wine,11,roast lamb,32
Cabernet Sauvignon,2,grilled ribeye,22
Ice Wine,11,chicken curry,13
Zinfandel,28,grilled burger,21
Pinot Noir,16,duck à l’orange,17
Ice Wine,11,duck à l’orange,17
Madeira,12,mac and cheese,25
Viognier,26,roast chicken with herbs,31
Malbec,13,beef stew,7
Grüner Veltliner,10,shrimp scampi,33
Malbec,13,smoked sausage,34
Cava,3,grilled salmon,23
Viognier,26,duck à l’orange,17
Ice Wine,11,olives and cheese,28
Pinot Noir,16,chicken curry,13
Pinot Noir,16,roast chicken with herbs,31
Zinfandel,28,grilled burger,21
Sauvignon Blanc,22,mushroom risotto,27
Grüner Veltliner,10,shrimp scampi,33
Zinfandel,28,grilled burger,21
Cava,3,olives and cheese,28
Cava,3,mac and cheese,25
Nebbiolo,15,bbq brisket,5
Chardonnay,5,carbonara,9
Syrah/Shiraz,23,beef stew,7
Ice Wine,11,mixed nuts,26
Nebbiolo,15,Thai curry,2
Tempranillo,24,bbq brisket,5
Viognier,26,fondue,19
Merlot,14,mixed nuts,26
Cava,3,oysters,29
Champagne,4,fish tacos,18
Cabernet Sauvignon,2,roast lamb,32
Sangiovese,20,citrus salad,15
Sauternes,21,bacon burger,4
Sauternes,21,lemon tart,24
Albariño,0,fondue,19
Sauternes,21,grilled burger,21
Cabernet Sauvignon,2,grilled burger,21
Albariño,0,vegetable curry,37
Albariño,0,cheesecake,12
Cava,3,mixed nuts,26
Albariño,0,shrimp scampi,33
Viognier,26,mac and cheese,25
Sauternes,21,chicken curry,13
Cabernet Sauvignon,2,bbq ribs,6
Riesling (dry),19,Sichuan noodles,1
Albariño,0,shrimp scampi,33
Malbec,13,smoked sausage,34
Pinot Noir,16,grilled ribeye,22
Gamay (Beaujolais),7,fish tacos,18
Port,17,chocolate mousse,14
Merlot,14,cream of mushroom soup,16
Grüner Veltliner,10,carbonara,9
Grüner Veltliner,10,fish tacos,18
Grenache,9,citrus salad,15
Ice Wine,11,bbq ribs,6
Ice Wine,11,carbonara,9
Viognier,26,cream of mushroom soup,16
Sauvignon Blanc,22,cheesecake,12
Chardonnay,5,bacon burger,4
Sauternes,21,bbq brisket,5
Gewürztraminer,8,Indian vindaloo,0
Malbec,13,citrus salad,15
Sauvignon Blanc,22,vegetable curry,37
Sauternes,21,mushroom risotto,27
Sangiovese,20,bbq brisket,5
Sauternes,21,grilled burger,21
Syrah/Shiraz,23,bbq ribs,6
Sauvignon Blanc,22,grilled salmon,23
White Zinfandel,27,beef stew,7
Albariño,0,shrimp scampi,33
Sauternes,21,bbq ribs,6
Nebbiolo,15,grilled ribeye,22
Sauvignon Blanc,22,vegetable curry,37
Champagne,4,olives and cheese,28
Chardonnay,5,cream of mushroom soup,16
Cava,3,roast lamb,32
Madeira,12,cheesecake,12
Merlot,14,pork tenderloin,30
Grenache,9,charcuterie board,10
Sauternes,21,oysters,29
Sangiovese,20,gazpacho,20
Champagne,4,shrimp scampi,33
Champagne,4,oysters,29
Cabernet Sauvignon,2,smoked sausage,34
Grenache,9,bacon burger,4
Ice Wine,11,vegetable curry,37
Grenache,9,charcuterie board,10
Ice Wine,11,stir-fried tofu,36
Nebbiolo,15,roast lamb,32
Torrontés,25,beef stew,7
Riesling (dry),19,Indian vindaloo,0
Merlot,14,mixed nuts,26
Cava,3,charcuterie board,10
Riesling (dry),19,fondue,19
Sangiovese,20,gazpacho,20
Merlot,14,mixed nuts,26
Riesling (dry),19,Sichuan noodles,1
Sauternes,21,vegetable curry,37
Riesling (dry),19,mac and cheese,25
Sangiovese,20,gazpacho,20
Madeira,12,sorbet,35
Cava,3,olives and cheese,28
Madeira,12,cheesecake,12
Madeira,12,sorbet,35
Viognier,26,chicken curry,13
Sauternes,21,duck à l’orange,17
Torrontés,25,Thai curry,2
Port,17,fondue,19
Malbec,13,cheese platter,11
Grenache,9,alfredo pasta,3
Sauternes,21,olives and cheese,28
Sauternes,21,duck à l’orange,17
Viognier,26,cheese platter,11
Merlot,14,carbonara,9
Malbec,13,grilled ribeye,22
Cabernet Sauvignon,2,bbq ribs,6
Sauternes,21,stir-fried tofu,36
Sauternes,21,chocolate mousse,14
Zinfandel,28,smoked sausage,34
Port,17,cheesecake,12
Viognier,26,carbonara,9
Merlot,14,cream of mushroom soup,16
Grüner Veltliner,10,fish tacos,18
Ice Wine,11,stir-fried tofu,36
Merlot,14,alfredo pasta,3
Sauternes,21,grilled burger,21
Pinot Noir,16,roast chicken with herbs,31
Gewürztraminer,8,Thai curry,2
Chardonnay,5,carbonara,9
Syrah/Shiraz,23,beef stew,7
Port,17,sorbet,35
Syrah/Shiraz,23,grilled burger,21
Sangiovese,20,cheese platter,11
Sangiovese,20,gazpacho,20
Cava,3,roast lamb,32
Torrontés,25,Thai curry,2
Pinot Noir,16,mushroom risotto,27
Malbec,13,bbq ribs,6
Grüner Veltliner,10,vegetable curry,37
Albariño,0,cheese platter,11
Syrah/Shiraz,23,smoked sausage,34
Grüner Veltliner,10,stir-fried tofu,36
Nebbiolo,15,cheese platter,11
Madeira,12,mac and cheese,25
Grenache,9,alfredo pasta,3
Pinot Noir,16,gazpacho,20
Grüner Veltliner,10,grilled salmon,23
Grenache,9,alfredo pasta,3
Chardonnay,5,duck à l’orange,17
Chardonnay,5,cheese platter,11
Nebbiolo,15,Sichuan noodles,1
Zinfandel,28,gazpacho,20
Albariño,0,fish tacos,18
Nebbiolo,15,Sichuan noodles,1
Riesling (dry),19,Sichuan noodles,1
Gamay (Beaujolais),7,shrimp scampi,33
Chardonnay,5,cheese platter,11
Pinot Noir,16,mushroom risotto,27
Ice Wine,11,charcuterie board,10
Viognier,26,beef stew,7
Pinot Noir,16,stir-fried tofu,36
Albariño,0,grilled salmon,23
Sauternes,21,smoked sausage,34
Ice Wine,11,mushroom risotto,27
Pinot Noir,16,vegetable curry,37
Ice Wine,11,smoked sausage,34
Sauvignon Blanc,22,grilled salmon,23
Cabernet Sauvignon,2,fondue,19
Grüner Veltliner,10,citrus salad,15
Cava,3,shrimp scampi,33
Sangiovese,20,chicken curry,13
Cava,3,oysters,29
Merlot,14,cream of mushroom soup,16
Madeira,12,cheese platter,11
Sangiovese,20,roast lamb,32
Syrah/Shiraz,23,smoked sausage,34
Grüner Veltliner,10,oysters,29
Nebbiolo,15,oysters,29
Chardonnay,5,roast lamb,32
Chardonnay,5,cheese platter,11
Ice Wine,11,cheesecake,12
Grenache,9,mixed nuts,26
Madeira,12,fondue,19
Sauternes,21,bbq ribs,6
Ice Wine,11,sorbet,35
Ice Wine,11,charcuterie board,10
Madeira,12,sorbet,35
Sauvignon Blanc,22,grilled ribeye,22
Sauvignon Blanc,22,sorbet,35
Torrontés,25,Thai curry,2
Malbec,13,smoked sausage,34
Chardonnay,5,cream of mushroom soup,16
Sangiovese,20,chicken curry,13
Ice Wine,11,chicken curry,13
Viognier,26,fondue,19
Syrah/Shiraz,23,grilled burger,21
Viognier,26,pork tenderloin,30
Riesling (dry),19,Indian vindaloo,0
Cava,3,citrus salad,15
Nebbiolo,15,pork tenderloin,30
Malbec,13,beef stew,7
Albariño,0,oysters,29
Grüner Veltliner,10,fish tacos,18
Viognier,26,cream of mushroom soup,16
Madeira,12,chocolate mousse,14
Gewürztraminer,8,beef stew,7
Madeira,12,chocolate mousse,14
Sangiovese,20,roast chicken with herbs,31
Nebbiolo,15,fish tacos,18
Grüner Veltliner,10,grilled salmon,23
Cava,3,mixed nuts,26
Pinot Noir,16,caprese salad,8
Cava,3,charcuterie board,10
Sauvignon Blanc,22,grilled salmon,23
Sauternes,21,mixed nuts,26
Provence Rosé,18,citrus salad,15
Chenin Blanc,6,roast lamb,32
Gewürztraminer,8,Sichuan noodles,1
Cava,3,mixed nuts,26
Ice Wine,11,cheesecake,12
Viognier,26,bacon burger,4
Grüner Veltliner,10,bbq brisket,5
Ice Wine,11,pork tenderloin,30
Ice Wine,11,grilled burger,21
Albariño,0,chocolate mousse,14
Grenache,9,mixed nuts,26
Ice Wine,11,grilled salmon,23
Syrah/Shiraz,23,bbq brisket,5
Chardonnay,5,bacon burger,4
Sauvignon Blanc,22,mushroom risotto,27
Port,17,cheesecake,12
Grenache,9,beef stew,7
Sauvignon Blanc,22,vegetable curry,37
Pinot Noir,16,duck à l’orange,17
Sauternes,21,lemon tart,24
Provence Rosé,18,citrus salad,15
Chenin Blanc,6,bbq brisket,5
Chardonnay,5,chicken curry,13
Cava,3,caprese salad,8
Riesling (dry),19,Thai curry,2
Ice Wine,11,bacon burger,4
Cava,3,grilled salmon,23
Sangiovese,20,duck à l’orange,17
Grüner Veltliner,10,oysters,29
Chardonnay,5,cheese platter,11
Ice Wine,11,fish tacos,18
White Zinfandel,27,grilled ribeye,22
Albariño,0,cheesecake,12
Ice Wine,11,olives and cheese,28
Albariño,0,mushroom risotto,27
Ice Wine,11,roast chicken with herbs,31
Syrah/Shiraz,23,roast lamb,32
Sauternes,21,mixed nuts,26
Sangiovese,20,gazpacho,20
Grenache,9,pork tenderloin,30
Port,17,cheesecake,12
Grenache,9,mixed nuts,26
Nebbiolo,15,grilled ribeye,22
Nebbiolo,15,beef stew,7
Gewürztraminer,8,Indian vindaloo,0
Ice Wine,11,stir-fried tofu,36
Grenache,9,cream of mushroom soup,16
Ice Wine,11,mushroom risotto,27
Grenache,9,olives and cheese,28
Pinot Noir,16,chicken curry,13
Grüner Veltliner,10,mac and cheese,25
Cabernet Sauvignon,2,mac and cheese,25
Chardonnay,5,pork tenderloin,30
Albariño,0,oysters,29
Cava,3,oysters,29
Nebbiolo,15,grilled salmon,23
Nebbiolo,15,bacon burger,4
Malbec,13,smoked sausage,34
Champagne,4,fondue,19
Champagne,4,shrimp scampi,33
Sauternes,21,duck à l’orange,17
Albariño,0,cream of mushroom soup,16
Albariño,0,grilled salmon,23
Nebbiolo,15,Thai curry,2
Grüner Veltliner,10,mushroom risotto,27
Sauternes,21,carbonara,9
Ice Wine,11,cheesecake,12
Chardonnay,5,fondue,19
Torrontés,25,Indian vindaloo,0
Champagne,4,charcuterie board,10
Madeira,12,sorbet,35
Cabernet Sauvignon,2,cheese platter,11
White Zinfandel,27,mac and cheese,25
Ice Wine,11,vegetable curry,37
Pinot Noir,16,citrus salad,15
Sauternes,21,mixed nuts,26
Sauvignon Blanc,22,mac and cheese,25
Merlot,14,alfredo pasta,3
Gewürztraminer,8,roast lamb,32
Port,17,sorbet,35
Sauvignon Blanc,22,oysters,29
Syrah/Shiraz,23,grilled ribeye,22
Merlot,14,olives and cheese,28
Port,17,mac and cheese,25
Madeira,12,fondue,19
Grüner Veltliner,10,grilled ribeye,22
Port,17,grilled ribeye,22
Viognier,26,fondue,19
Grenache,9,bacon burger,4
Sauternes,21,carbonara,9
Port,17,sorbet,35
Syrah/Shiraz,23,roast lamb,32
Nebbiolo,15,grilled ribeye,22
Albariño,0,lemon tart,24
Pinot Noir,16,caprese salad,8
Albariño,0,fish tacos,18
Madeira,12,fondue,19
Albariño,0,fish tacos,18
Grüner Veltliner,10,shrimp scampi,33
Sauternes,21,grilled salmon,23
Port,17,cheese platter,11
Sauternes,21,chicken curry,13
Sangiovese,20,vegetable curry,37
Nebbiolo,15,cream of mushroom soup,16
Pinot Noir,16,cheese platter,11
Champagne,4,shrimp scampi,33
Ice Wine,11,pork tenderloin,30
Sauternes,21,cheesecake,12
Zinfandel,28,bbq brisket,5
Malbec,13,grilled burger,21
Riesling (dry),19,Thai curry,2
Pinot Noir,16,citrus salad,15
Grüner Veltliner,10,vegetable curry,37
Port,17,sorbet,35
Merlot,14,charcuterie board,10
Merlot,14,cream of mushroom soup,16
Sangiovese,20,citrus salad,15
Port,17,chocolate mousse,14
Sauvignon Blanc,22,shrimp scampi,33
Provence Rosé,18,bbq brisket,5
Sauternes,21,mushroom risotto,27
Port,17,sorbet,35
Champagne,4,beef stew,7
Sauternes,21,roast chicken with herbs,31
Viognier,26,duck à l’orange,17
Ice Wine,11,chicken curry,13
Sauvignon Blanc,22,fish tacos,18
Nebbiolo,15,grilled ribeye,22
Albariño,0,cream of mushroom soup,16
Malbec,13,grilled ribeye,22
Champagne,4,olives and cheese,28
Nebbiolo,15,Sichuan noodles,1
Pinot Noir,16,roast chicken with herbs,31
Sauternes,21,chocolate mousse,14
Syrah/Shiraz,23,grilled ribeye,22
Sauternes,21,chicken curry,13
Grüner Veltliner,10,mushroom risotto,27
Ice Wine,11,gazpacho,20
Ice Wine,11,charcuterie board,10
White Zinfandel,27,roast lamb,32
Sauternes,21,carbonara,9
Merlot,14,roast lamb,32
Cava,3,mixed nuts,26
Torrontés,25,Indian vindaloo,0
Gewürztraminer,8,bbq brisket,5
Pinot Noir,16,chicken curry,13
Pinot Noir,16,mushroom risotto,27
Viognier,26,alfredo pasta,3
Madeira,12,cheesecake,12
Nebbiolo,15,fish tacos,18
Albariño,0,stir-fried tofu,36
Malbec,13,caprese salad,8
Sauvignon Blanc,22,fish tacos,18
Zinfandel,28,bbq ribs,6
Cava,3,oysters,29
Ice Wine,11,mushroom risotto,27
Albariño,0,fondue,19
Merlot,14,roast lamb,32
Champagne,4,olives and cheese,28
Port,17,cheese platter,11
Cabernet Sauvignon,2,bbq brisket,5
Merlot,14,charcuterie board,10
Grüner Veltliner,10,fish tacos,18
Merlot,14,olives and cheese,28
Chardonnay,5,alfredo pasta,3
Albariño,0,grilled salmon,23
Sauternes,21,oysters,29
Grüner Veltliner,10,oysters,29
Cabernet Sauvignon,2,smoked sausage,34
Grenache,9,bacon burger,4
Grenache,9,bbq brisket,5
Gewürztraminer,8,beef stew,7
Cabernet Sauvignon,2,grilled burger,21
Chardonnay,5,pork tenderloin,30
Merlot,14,cream of mushroom soup,16
Sauternes,21,grilled salmon,23
Sangiovese,20,citrus salad,15
Torrontés,25,Thai curry,2
Sangiovese,20,fondue,19
Sauternes,21,lemon tart,24
Sauvignon Blanc,22,shrimp scampi,33
Syrah/Shiraz,23,grilled burger,21
Nebbiolo,15,bacon burger,4
Grenache,9,mixed nuts,26
Sauvignon Blanc,22,lemon tart,24
Syrah/Shiraz,23,grilled burger,21
Sauternes,21,carbonara,9
Syrah/Shiraz,23,beef stew,7
Gamay (Beaujolais),7,grilled salmon,23
Grenache,9,mixed nuts,26
Sangiovese,20,chicken curry,13
Port,17,lemon tart,24
Chardonnay,5,pork tenderloin,30
Ice Wine,11,mixed nuts,26
Viognier,26,carbonara,9
Champagne,4,shrimp scampi,33
Nebbiolo,15,Sichuan noodles,1
Torrontés,25,Indian vindaloo,0
Sauvignon Blanc,22,lemon tart,24
Port,17,cheesecake,12
Provence Rosé,18,fondue,19
Viognier,26,bacon burger,4
Albariño,0,shrimp scampi,33
Malbec,13,beef stew,7
Ice Wine,11,carbonara,9
Viognier,26,pork tenderloin,30
Albariño,0,lemon tart,24
Viognier,26,cheese platter,11
Grüner Veltliner,10,fish tacos,18
Sauternes,21,charcuterie board,10
Ice Wine,11,chicken curry,13
Cava,3,cheese platter,11
Madeira,12,chocolate mousse,14
Torrontés,25,Thai curry,2
Malbec,13,bbq ribs,6
Grenache,9,bacon burger,4
Albariño,0,cream of mushroom soup,16
Merlot,14,carbonara,9
Sauternes,21,grilled salmon,23
Pinot Noir,16,gazpacho,20
Ice Wine,11,chocolate mousse,14
Riesling (dry),19,grilled ribeye,22
Nebbiolo,15,beef stew,7
Sangiovese,20,caprese salad,8
Sauternes,21,carbonara,9
Chardonnay,5,bacon burger,4
Chardonnay,5,duck à l’orange,17
Albariño,0,shrimp scampi,33
Sauvignon Blanc,22,fish tacos,18
Madeira,12,caprese salad,8
Riesling (dry),19,Indian vindaloo,0
Merlot,14,bbq brisket,5
Sangiovese,20,roast chicken with herbs,31
Sangiovese,20,stir-fried tofu,36
White Zinfandel,27,mac and cheese,25
Malbec,13,beef stew,7
Sangiovese,20,citrus salad,15
Cabernet Sauvignon,2,fondue,19
Viognier,26,carbonara,9
Gamay (Beaujolais),7,fish tacos,18
Sauternes,21,smoked sausage,34
Ice Wine,11,bbq ribs,6
Torrontés,25,roast lamb,32
Ice Wine,11,bacon burger,4
Gamay (Beaujolais),7,grilled salmon,23
Champagne,4,mixed nuts,26
Viognier,26,roast chicken with herbs,31
Chardonnay,5,pork tenderloin,30
Cabernet Sauvignon,2,grilled ribeye,22
Sangiovese,20,bbq brisket,5
Pinot Noir,16,vegetable curry,37
Sangiovese,20,citrus salad,15
Viognier,26,cheese platter,11
Ice Wine,11,roast chicken with herbs,31
Albariño,0,cheese platter,11
Zinfandel,28,bbq brisket,5
Malbec,13,bbq ribs,6
Pinot Noir,16,mac and cheese,25
Ice Wine,11,pork tenderloin,30
Gamay (Beaujolais),7,oysters,29
Grüner Veltliner,10,roast lamb,32
Champagne,4,citrus salad,15
Champagne,4,roast lamb,32
Ice Wine,11,pork tenderloin,30
Madeira,12,fondue,19
Grenache,9,mixed nuts,26
Albariño,0,stir-fried tofu,36
Gamay (Beaujolais),7,fish tacos,18
Chardonnay,5,alfredo pasta,3
Sauternes,21,roast chicken with herbs,31
Ice Wine,11,duck à l’orange,17
Albariño,0,grilled ribeye,22
Albariño,0,beef stew,7
Cava,3,oysters,29
Ice Wine,11,oysters,29
Albariño,0,beef stew,7
Sauternes,21,chocolate mousse,14
Syrah/Shiraz,23,beef stew,7
Merlot,14,charcuterie board,10
Sauvignon Blanc,22,mushroom risotto,27
Pinot Noir,16,citrus salad,15
Chardonnay,5,fondue,19
Pinot Noir,16,vegetable curry,37
Malbec,13,smoked sausage,34
Grenache,9,gazpacho,20
Torrontés,25,mac and cheese,25
Grüner Veltliner,10,mushroom risotto,27
Cabernet Sauvignon,2,bbq brisket,5
Viognier,26,bbq brisket,5
Cabernet Sauvignon,2,beef stew,7
Chardonnay,5,alfredo pasta,3
Pinot Noir,16,duck à l’orange,17
Madeira,12,cheese platter,11
Viognier,26,bacon burger,4
Cava,3,shrimp scampi,33
Merlot,14,bacon burger,4
Viognier,26,fondue,19
Cava,3,charcuterie board,10
Port,17,fondue,19
Madeira,12,cheese platter,11
Gamay (Beaujolais),7,shrimp scampi,33
Syrah/Shiraz,23,roast lamb,32
Sauvignon Blanc,22,fish tacos,18
Sauternes,21,smoked sausage,34
Pinot Noir,16,caprese salad,8
Sauternes,21,charcuterie board,10
Madeira,12,fondue,19
Viognier,26,mac and cheese,25
Grüner Veltliner,10,beef stew,7
Cabernet Sauvignon,2,beef stew,7
Pinot Noir,16,cheese platter,11
Sauternes,21,stir-fried tofu,36
Sauternes,21,stir-fried tofu,36
Ice Wine,11,caprese salad,8
Albariño,0,mushroom risotto,27
Chardonnay,5,mac and cheese,25
Ice Wine,11,grilled salmon,23
Port,17,lemon tart,24
White Zinfandel,27,mac and cheese,25
Ice Wine,11,oysters,29
Malbec,13,grilled ribeye,22
Chardonnay,5,roast chicken with herbs,31
Sauternes,21,cheesecake,12
Chardonnay,5,fondue,19
Syrah/Shiraz,23,roast lamb,32
Chardonnay,5,duck à l’orange,17
Sauvignon Blanc,22,mushroom risotto,27
Sauternes,21,duck à l’orange,17
Chardonnay,5,cheese platter,11
Malbec,13,grilled burger,21
Grüner Veltliner,10,stir-fried tofu,36
Sauvignon Blanc,22,citrus salad,15
Port,17,lemon tart,24
Albariño,0,carbonara,9
Madeira,12,lemon tart,24
Grenache,9,cream of mushroom soup,16
Grüner Veltliner,10,carbonara,9
Sangiovese,20,fondue,19
Viognier,26,pork tenderloin,30
Sangiovese,20,gazpacho,20
Albariño,0,grilled salmon,23
Cabernet Sauvignon,2,bbq brisket,5
Albariño,0,stir-fried tofu,36
Grüner Veltliner,10,mushroom risotto,27
Syrah/Shiraz,23,bbq brisket,5
Ice Wine,11,sorbet,35
Merlot,14,alfredo pasta,3
Viognier,26,mac and cheese,25
Syrah/Shiraz,23,beef stew,7
Gamay (Beaujolais),7,cheese platter,11
Malbec,13,bbq ribs,6
Nebbiolo,15,fish tacos,18
Tempranillo,24,mac and cheese,25
Chardonnay,5,pork tenderloin,30
Port,17,caprese salad,8
Zinfandel,28,grilled ribeye,22
Grenache,9,mixed nuts,26
Nebbiolo,15,pork tenderloin,30
Ice Wine,11,cheesecake,12
Grüner Veltliner,10,lemon tart,24
Grüner Veltliner,10,shrimp scampi,33
Nebbiolo,15,cream of mushroom soup,16
Gewürztraminer,8,fondue,19
Sauvignon Blanc,22,grilled salmon,23
White Zinfandel,27,cheese platter,11
Grüner Veltliner,10,cheesecake,12
Pinot Noir,16,caprese salad,8
Albariño,0,cheesecake,12
Albariño,0,grilled salmon,23
Sangiovese,20,roast chicken with herbs,31
Viognier,26,carbonara,9
Syrah/Shiraz,23,bbq brisket,5
Merlot,14,cream of mushroom soup,16
Chenin Blanc,6,roast lamb,32
Sauvignon Blanc,22,mushroom risotto,27
Grenache,9,cream of mushroom soup,16
Albariño,0,alfredo pasta,3
Albariño,0,grilled salmon,23
Sauvignon Blanc,22,sorbet,35
Cabernet Sauvignon,2,smoked sausage,34
Grenache,9,bacon burger,4
Malbec,13,grilled burger,21
Nebbiolo,15,shrimp scampi,33
Pinot Noir,16,roast chicken with herbs,31
Pinot Noir,16,chicken curry,13
Sangiovese,20,citrus salad,15
Riesling (dry),19,Thai curry,2
Nebbiolo,15,grilled ribeye,22
Cabernet Sauvignon,2,grilled burger,21
Sauternes,21,carbonara,9
Merlot,14,olives and cheese,28
Gewürztraminer,8,Sichuan noodles,1
Chardonnay,5,mac and cheese,25
Sangiovese,20,stir-fried tofu,36
Sauternes,21,chicken curry,13
